Symbol,Company,Sector,MarketCap,Payout Ratio,RevenueGrowth,OperatingMargin,BookValue,FreeCashFlow,TrailingPE,ForwardPE,EPS,ROE,ProfitMargin,DebttoEquity,revenue,gross_profits,ebitda,net_income,eps_forward,eps_growth,dividend_yield,dividend_rate,target_mean_price,target_high_price,target_low_price,Fair Value (Trailing),Fair Value (Forward),Last Open,Last Close,52W High,52W Low,MA10,MA14,MA20,MA30,MA50,MA60,MA75,MA100,MA150,MA200,MA250
POOL,Pool Corporation,Industrials,9115669504,0.45,0.01,0.12,36.98,293777248,22.27,20.31,10.97,0.29,0.08,100.72,5294666240,1566956032,637102976,410089984,12.03,0.04,2.05,5,329.27,375,285,244.27,244.27,242.99,244.27,127.64,89.08,239.53,242.66,247.64,262.37,279.14,286.61,292.43,295.89,296.51,302.92,311.45
PPG,"PPG Industries, Inc.",Basic Materials,22545172480,0.49,0.01,0.14,34.76,930499968,17.87,11.29,5.59,0.16,0.06,99.56,15690000384,6520999936,2636999936,1271000064,8.85,0,2.84,2.84,119.5,131,109,99.89,99.89,99.37,99.89,38.27,30.49,97.02,96.79,96.37,98.26,100.12,101.59,103.46,105.18,106.69,106.77,108.8
PPL,PPL Corporation,Utilities,27155824640,0.73,0.08,0.27,19.49,-1277124992,24.97,20.06,1.47,0.08,0.12,132.09,8979000320,3798000128,3420000000,1090000000,1.83,0.49,2.97,1.09,40.47,44,34,36.71,36.71,36.55,36.71,125.75,88.12,36.34,36.47,36.47,36.76,36.77,36.61,36.56,36.3,35.57,35.24,34.62
PRU,"Prudential Financial, Inc.",Financial Services,37999280128,0.73,-0.08,0.1,91.72,-9646874624,14.79,7.35,7.3,0.09,0.05,148.72,57598001152,16129999872,3515000064,2584000000,14.69,2.23,5,5.4,116.57,134,94,107.97,107.97,108.57,107.97,342.02,251.43,105.49,105.51,104.77,103.23,102.6,102.87,103.52,102.91,102.53,102.75,104.94
PSA,Public Storage,Real Estate,48113709056,1.25,0.03,0.47,28.28,2303450112,28.5,25.8,9.62,0.2,0.39,106.76,4795182080,3486128128,3379439104,1693004032,10.63,0.21,4.38,12,324.58,350,293,274.21,274.21,271.19,274.21,20.86,9.92,270.71,272.21,273.85,283.94,286.2,286.58,286.25,285.17,288,288.36,290.02
PSKY,Paramount Skydance Corporation,Communication Services,17419008000,6.67,0,0.1,10.93,15016500224,526.33,15.3,0.03,0.01,-0.01,111.02,28726999040,9107000320,2678000128,-272000000,,,1.27,0.2,14.47,20,8,15.79,,15.68,15.79,142.35,89.26,15.64,15.65,15.5,15.85,16.91,16.85,16.43,15.43,14.28,13.53,12.95
PSX,Phillips 66,Energy,54540611584,1.27,-0.03,0.04,66.81,162437504,36.38,14.22,3.71,0.06,0.01,77.48,1.31953E+11,14243000320,5269100032,1496999936,9.49,-0.61,3.56,4.8,148.65,170,133,134.96,134.96,133.94,134.96,219.69,133.38,135.7,136.27,136.09,134.55,133.46,132.99,131.64,129.39,124.39,121.94,120.78
PTC,PTC Inc.,Technology,20779243520,0,0.43,0.51,32.01,823153024,28.48,24.78,6.09,0.21,0.27,35.8,2739226112,2294243072,1110578944,733996992,7,1.75,,,217.17,255,175,173.46,173.46,174.25,173.46,469.43,226.97,173.3,174.48,179.55,187.41,193.71,195.99,199.13,200.21,189.38,181.1,182.71
PWR,"Quanta Services, Inc.",Industrials,68657426432,0.06,0.17,0.07,56.3,708255488,68.01,45.32,6.77,0.13,0.04,71.61,27191171072,4121411072,2462328064,1018048000,10.16,0.15,0.1,0.44,474.38,548,290,460.43,460.43,452.69,460.43,93.66,55.85,438.1,441.05,443.18,440.79,430.45,422.02,413.49,409.01,388.19,357,350.49
PYPL,"PayPal Holdings, Inc.",Financial Services,59071049728,0,0.07,0.19,21.46,3125625088,12.42,12.64,4.98,0.24,0.15,60.24,32861999104,13656999936,6618999808,4917000192,4.89,0.31,0.91,0.56,82.82,120,60,61.83,61.83,61.4,61.83,105.4,70.5,61.25,62.79,64.2,65.85,67.22,67.25,67.66,68.74,69.6,69.16,72.69
Q,"Qnity Electronics, Inc.",Technology,16595770368,0,0.11,0.22,43.55,,30.36,14.92,2.61,,0.17,19.68,4664999936,2160999936,1390000000,805000000,5.31,0.06,0.3,0.24,107.25,117,92,79.23,79.23,77.95,79.23,205.95,119.4,79.09,83.45,87.38,,,,,,,,
QCOM,QUALCOMM Incorporated,Technology,1.78186E+11,0.69,0.1,0.26,19.75,6856249856,33.03,13.5,5,0.23,0.13,73.77,44283998208,24546000896,13996000256,5541000192,12.23,,2.16,3.56,191.8,225,157,165.14,165.14,164.12,165.14,365.38,163.05,166.28,168.28,171.03,171.32,169.4,168.02,165.82,162.67,158.47,156.54,157.19
RCL,Royal Caribbean Cruises Ltd.,Consumer Cyclical,72462557184,0.21,0.05,0.33,37.08,633249984,17.89,18.59,14.85,0.47,0.23,203.88,17436999680,8768000000,6282999808,4065999872,14.29,0.36,1.51,4,336.08,415,223,265.71,265.71,266.46,265.71,75.93,62.21,256.73,258.23,261.6,276.5,293.33,301.12,308.57,314.2,296.28,276.04,269.12
REG,Regency Centers Corporation,Real Estate,13111671808,1.29,0.08,0.39,36.16,606015488,32.69,33.93,2.18,0.06,0.26,73.1,1576867968,1126942976,995371008,397808000,2.1,0.07,4.24,3.02,79.7,85,75,71.26,71.26,70.83,71.26,830.86,475.77,70.09,70.14,69.83,70.55,70.91,71.02,71.04,70.85,70.75,70.77,70.77
REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare,83158802432,0.06,0.01,0.3,301.15,3511000064,18.8,17.32,41.74,0.15,0.32,8.74,14247799808,6530100224,4348000256,4577999872,45.31,0.18,0.45,3.52,768.36,910,627,784.61,784.61,785.72,784.61,27.61,17.36,734.28,714.85,693.51,659.91,626.61,616.6,608.85,595.68,579.92,595.54,618.88
RF,Regions Financial Corporation,Financial Services,22709248000,0.45,0.16,0.47,20,,11.21,11.26,2.27,0.11,0.31,,6944999936,6944999936,,2055000064,2.26,,4.17,1.06,28.53,33,26,25.45,25.45,25.37,25.45,177.15,116.85,24.73,24.83,24.66,24.46,25.08,25.4,25.57,25.44,24.19,23.4,23.48
RJF,"Raymond James Financial, Inc.",Financial Services,31054053376,0.19,0.07,0.2,62.7,,15.12,13.98,10.3,0.18,0.15,48.46,14014999552,13041999872,,2127000064,11.14,0.04,1.28,2,183.8,198,171,155.75,155.75,154.91,155.75,341.9,175.49,155.65,157.93,158.25,159.69,163.24,164.01,164.24,163.88,158.32,154.1,155.44
RL,Ralph Lauren Corporation,Consumer Cyclical,22511024128,0.26,0.17,0.14,42.54,512962496,27.48,28.51,13.51,0.34,0.11,111.23,7570599936,5240099840,1307900032,854300032,13.02,0.44,0.98,3.65,366.75,435,200,371.22,371.22,364.86,371.22,293.81,199.07,340,338.1,331.61,331.72,325.24,323.08,317.08,310.92,295.07,279,270.66
RMD,ResMed Inc.,Healthcare,37227241472,0.22,0.09,0.35,41.94,1379738112,26.1,24.79,9.77,0.25,0.27,13.83,5257399808,3190838016,1938459008,1437904000,10.29,0.12,0.94,2.4,293.47,335,225,255.04,255.04,255.82,255.04,396.89,213.27,248.85,249.5,248.94,253.7,261.73,263.67,267.39,267.86,260.98,251.2,248.52
ROK,"Rockwell Automation, Inc.",Industrials,44298027008,0.68,0.14,0.2,32.51,1287250048,51.3,34.56,7.68,0.2,0.1,98.28,8342000128,4016000000,1736000000,867000000,11.4,-0.41,1.4,5.52,389.08,450,231,393.99,393.99,391.88,393.99,60.35,44.94,377.97,380.39,375.54,368.54,358.71,356.01,353.56,351.3,335.69,316.57,309.69
ROL,"Rollins, Inc.",Consumer Cyclical,29590759424,0.62,0.12,0.22,3.16,605310528,57.48,54.91,1.07,0.36,0.14,59.53,3680305920,1945399040,842540992,515939008,1.12,0.2,1.19,0.73,61.61,72,46,61.5,61.5,61.48,61.5,592.47,435.42,59.45,59.18,58.96,57.91,57.53,57.37,57.3,57.12,56.85,55.69,54.09
ROP,"Roper Technologies, Inc.",Technology,48014905344,0.22,0.14,0.28,185.74,2175612416,30.68,22.28,14.54,0.08,0.2,47.29,7720999936,5324400128,3050800128,1570200064,20.02,0.08,0.82,3.64,575.5,694,460,446.08,446.08,445.74,446.08,165.07,121.69,444.71,445.89,446.01,459.3,477.66,483.73,492.48,506.06,526.21,536.78,537.17
ROST,"Ross Stores, Inc.",Consumer Cyclical,58117160960,0.25,0.1,0.12,18.32,1495496320,27.76,26.56,6.4,0.37,0.09,88.18,22027347968,7114895872,3115994112,2085963008,6.69,0.07,0.91,1.62,178.24,200,134,177.69,177.69,176.23,177.69,257.43,197.66,166.5,165.26,163.82,161.7,157.39,156.02,154.36,149.99,146.12,142.77,144.1
RSG,"Republic Services, Inc.",Industrials,67866349568,0.35,0.03,0.2,38.29,1969500032,32.25,31.92,6.74,0.18,0.13,113.76,16501999616,7139999744,5160000000,2107000064,6.81,-0.02,1.15,2.5,247,278,189,217.37,217.37,217.5,217.37,181.31,111.21,214.41,211.86,210.4,213.53,218.17,219.87,222.5,226.39,233.4,233.65,228.78
RTX,RTX Corporation,Industrials,2.32208E+11,0.54,0.12,0.12,48.12,4316125184,35.56,28.35,4.87,0.11,0.08,61.31,85987999744,17307000832,14462000128,6592000000,6.11,0.29,1.57,2.72,193.79,217,150,173.19,173.19,172.56,173.19,128,81.3,173.05,174.33,174.71,173.55,168.97,166.8,164.69,161.56,152.93,146.31,140.72
RVTY,"Revvity, Inc.",Healthcare,12148156416,0.14,0.02,0.14,64.68,527812640,53.95,20.28,1.94,0.03,0.08,45.68,2813367040,1554396032,824412032,232495008,5.16,-0.47,0.27,0.28,113.67,135,100,104.66,104.66,104.5,104.66,242.78,185.45,96.56,95.51,94.42,94.97,92.51,91.24,90.98,91.62,92.43,95.83,100.1
SBAC,SBA Communications Corporation,Real Estate,20757405696,0.54,0.1,0.54,-46.21,205137504,24.5,21.24,7.95,,0.31,,2789255936,2096585984,1815420032,856972032,9.17,-0.08,2.28,4.44,235.29,280,192,194.79,194.79,192.51,194.79,115.87,74.48,195.22,196.36,195.28,195.24,193.91,194.17,197.94,205.11,213.16,213.5,211.2
SBUX,Starbucks Corporation,Consumer Cyclical,98586566656,1.5,0.06,0.11,-7.12,1924950016,53.19,23.31,1.63,,0.05,,37184401408,8569500160,5454499840,1856400000,3.72,-0.85,2.86,2.48,94.1,115,67,86.7,86.7,85.5,86.7,99.42,65.48,84.52,84.76,83.64,84.02,83.45,83.41,84.46,86.2,86.33,88.88,90.25
SCHW,The Charles Schwab Corporation,Financial Services,1.66637E+11,0.25,0.27,0.49,23.86,,21.5,24.16,4.27,0.17,0.36,99.79,22914000896,22304999424,,7767000064,3.8,0.78,1.18,1.08,111.61,139,88,91.8,91.8,91,91.8,397.81,307.5,92.04,93.14,93.31,93.59,93.63,93.51,94.01,94.27,91.79,87.99,85.93
SHW,The Sherwin-Williams Company,Basic Materials,85618573312,0.3,0.03,0.18,17.95,1919149952,33.57,26.87,10.23,0.6,0.11,325.15,23275599872,11376100352,4341499904,2571800064,12.78,0.05,0.92,3.16,386.52,422,261,343.39,343.39,341.26,343.39,121.73,92.38,333.98,336.36,337.76,337.17,338.2,342.05,346.6,345.58,346.82,345.57,347.58
SJM,The J. M. Smucker Company,Consumer Defensive,11008720896,0.86,0.03,0.19,56.8,322062496,,9.8,-11.23,-0.17,-0.14,131.36,8773199872,3082899968,1825299968,-1193799936,10.53,,4.26,4.4,116.13,130,105,,103.18,101.25,103.18,43.66,30.61,105.34,105.84,104.94,104.27,104.9,105.36,106.23,106.18,105.74,106.58,106.19
SLB,SLB N.V.,Energy,53273313280,0.44,-0.03,0.15,17.16,2153999872,13.88,9.72,2.57,0.15,0.1,47.46,35247001600,6805000192,7680000000,3644999936,3.67,-0.4,3.2,1.14,45.43,62,36,35.66,35.66,35.75,35.66,66.44,17.25,35.96,36.2,36.26,35.78,35.08,35.16,35.02,34.8,34.58,35.58,36.36
SMCI,"Super Micro Computer, Inc.",Technology,19598563328,0,-0.15,0.04,10.93,-1515875,25.85,7.74,1.27,0.13,0.04,79.18,21052575744,2121714944,987361984,792812032,4.24,-0.62,,,48.53,93,15,32.83,32.83,33.19,32.83,366.68,286.03,33.66,35.24,38.81,43.25,46.27,45.76,45.33,47.1,45.21,43.75,41.79
SNA,Snap-on Incorporated,Industrials,17764757504,0.45,0.04,0.25,111.9,699225024,17.86,16.93,19.07,0.18,0.2,22.27,5115400192,2650400000,1394000000,1014300032,20.12,0.07,2.87,9.76,361,405,307,340.56,340.56,339.3,340.56,651.73,365.74,332.13,334.49,335.13,336.92,336.81,335.3,332.94,329.52,323.75,323.62,326.8
SNPS,"Synopsys, Inc.",Technology,76097511424,0,0.14,0.1,148.9,2632420608,55.21,27.55,7.42,0.07,0.31,54.83,6435303936,5220850176,1311251968,1166705024,14.87,-0.43,,,551.04,630,425,409.68,409.68,403.12,409.68,100.84,78.5,393.4,394.47,404.33,421.3,443.27,451.65,482.55,512.62,505.18,490.12,495.41
SO,The Southern Company,Utilities,99363700736,0.73,0.07,0.37,31.79,-2364624896,22.45,20.89,4.02,0.11,0.15,192.68,28913000448,14174000128,13813000192,4458999808,4.32,0.11,3.28,2.96,99.22,109,75,90.24,90.24,89.74,90.24,61,41,89.72,89.96,90.61,92.25,93.12,92.76,92.71,92.73,91.22,90.25,88.4
SOLS,"Solstice Advanced Materials, Inc.",Basic Materials,7337970176,0,0.07,0.18,20.34,,46.7,16.45,0.99,,0.09,13.58,3812000000,1296999936,985000000,329000000,,,,,57.8,70,50,46.23,,46.74,46.23,85.92,60.7,44.13,44.93,45.19,,,,,,,,
SOLV,Solventum Corporation,Healthcare,14789872640,0,0.01,0.08,28.75,587750016,9.79,15.42,8.71,0.37,0.18,103.03,8401999872,4570999808,1259000064,1524000000,5.53,9.31,,,82.8,103,71,85.27,85.27,85.77,85.27,188.43,132.99,79.81,77.79,74.91,73.89,73.34,73.32,73.17,73.18,72.99,73.05,72.59
SPG,"Simon Property Group, Inc.",Real Estate,69994528768,1.23,0.08,0.51,7.07,2034491136,27.01,27.37,6.87,0.82,0.36,884.86,6155274752,5046910976,4549946880,2243237120,6.78,0.27,4.74,8.8,193.45,225,169,185.56,185.56,184.58,185.56,578.04,425.6,182.59,182.95,181.59,180.36,180.77,180.84,179.45,175.25,169.44,167.51,167.91
SPGI,S&P Global Inc.,Financial Services,1.5131E+11,0.28,0.09,0.44,109.21,4847499776,36.1,29.48,13.73,0.12,0.28,31.78,15011999744,10481999872,7549000192,4216999936,16.81,0.24,0.77,3.84,608.9,675,540,495.61,495.61,491.66,495.61,95.72,60.93,492.27,493.05,492.95,489.05,488.26,497.31,507.97,514.98,513.25,508.78,507.86
SRE,Sempra,Utilities,61215002624,0.79,0.14,0.15,47.74,-23343874048,28.86,18.25,3.25,0.07,0.16,81.29,13710999552,5666999808,5543000064,2108999936,5.14,-0.88,2.75,2.58,100.33,115,87,93.79,93.79,92.99,93.79,265.56,199.47,92.24,92.51,92.48,92.39,90.97,89.4,87.81,85.52,81.94,79.21,80.05
STE,STERIS plc,Healthcare,26282219520,0.34,0.1,0.18,71.45,968027264,38.18,26.77,6.99,0.1,0.12,29.31,5702414848,2538195968,1553245952,689324032,9.97,0.29,0.94,2.52,281.62,300,231,266.85,266.85,266.48,266.85,164.73,102.41,260.56,262,256.12,251.03,247.95,247.89,247.52,242.77,240.67,235.92,231.13
STLD,"Steel Dynamics, Inc.",Basic Materials,24527228928,0.26,0.11,0.11,61.55,-151584752,22.07,16.6,7.55,0.13,0.06,42.17,17634670592,2304625920,1933916032,1126855040,10.04,0.34,1.2,2,169.92,185,145,166.62,166.62,164.2,166.62,119.33,71.77,157.85,156.65,156.13,154.77,149.46,146.74,143.16,139.37,136.41,133.3,131.46
STT,State Street Corporation,Financial Services,33379594240,0.33,0.09,0.33,85.33,,12.49,12.6,9.42,0.11,0.22,,13626000384,13626000384,,2756999936,9.34,0.23,2.86,3.36,130.14,165,102,117.66,117.66,116.3,117.66,284.42,62.66,115.17,116.44,116.4,115.95,115.4,114.72,114.28,112.98,107.47,102.46,101.17
STX,Seagate Technology Holdings plc,Technology,59322200064,0.37,0.21,0.27,-0.29,754875008,34.95,28.07,7.79,,0.18,,9557999616,3536000000,2489999872,1712999936,9.7,0.72,1.09,2.96,287.1,465,150,272.28,272.28,264.66,272.28,239.24,126.64,256.07,264.66,264.98,252.49,242.67,235.03,220.44,202.71,174.16,152.03,140.33
STZ,"Constellation Brands, Inc.",Consumer Defensive,23479857152,0.59,-0.15,0.36,42.86,2012125056,19.63,8.89,6.87,0.16,0.13,135.43,9624000512,4997400064,3622599936,1222700032,15.17,,3.02,4.08,171.22,220,118,134.89,134.89,131.87,134.89,55.46,35,131.29,130.8,130.5,132.82,134.26,135.28,140.51,147.61,156.69,161.53,169.8
SW,Smurfit Westrock Plc,Consumer Cyclical,18683826176,1.09,0.04,0.08,35.4,1226499968,24.51,9.91,1.46,0.04,0.02,76.44,31138000896,5875999744,4457999872,748000000,3.61,,4.82,1.72,53.73,63,44.5,35.78,35.78,34.87,35.78,89.68,52.62,34.18,34.59,35.1,37.42,39.41,40.39,41.3,42.32,42.56,43.22,45.04
SWK,"Stanley Black & Decker, Inc.",Industrials,11125387264,1.13,0,0.09,57.97,493750016,24.77,13.08,2.9,0.05,0.03,78.54,15166300160,4528399872,1492400000,438600000,5.49,-0.43,4.62,3.32,85.3,120.15,69,71.83,71.83,69.93,71.83,92.65,47.01,66,66.58,66.92,67.93,69.83,71.14,71.72,71.23,69.16,70.38,72.62
SWKS,"Skyworks Solutions, Inc.",Technology,9714736128,0.91,0.07,0.1,38.72,1055275008,21.21,10.21,3.08,0.08,0.12,20.9,4086899968,1682099968,974700032,477100000,6.4,1.54,4.35,2.84,83.63,140,70,65.34,65.34,63.6,65.34,77.09,39.98,63.56,64.96,67.7,70.21,72.48,72.68,72.89,72.25,71.28,68.96,71.99
SYF,Synchrony Financial,Financial Services,28629825536,0.12,0.21,0.53,43.99,,8.44,11.89,9.12,0.22,0.37,,9644999680,9644999680,,3492000000,6.47,0.47,1.56,1.2,82.74,100,60,76.95,76.95,76.44,76.95,403.95,327.71,73.6,73.84,73.79,73.49,72.98,73.36,73.36,72.47,68.11,64.41,64.73
SYK,Stryker Corporation,Healthcare,1.42373E+11,0.44,0.1,0.22,56.97,3544375040,49.05,27.52,7.59,0.14,0.12,78.65,24380999680,15859000320,6592000000,2943000064,13.53,0.03,0.9,3.36,428.96,465,316,372.29,372.29,376.45,372.29,83.13,66.22,366.59,364.85,363.27,368.42,369.04,371.69,374.77,378.14,379.24,376.49,376.4
SYY,Sysco Corporation,Consumer Defensive,36345552896,0.56,0.03,0.04,4.32,1612000000,20.35,15.43,3.73,0.83,0.02,690.72,82033999872,15116999680,4462000128,1814000000,4.92,0,2.85,2.16,86.94,98,80,75.9,75.9,75.85,75.9,29.47,20.72,75.52,75.42,74.85,75.9,77.82,78.32,78.6,78.61,76.52,75.27,74.99
T,AT&T Inc.,Communication Services,1.8305E+11,0.36,0.02,0.22,15.57,10321250304,8.41,11.53,3.07,0.19,0.18,124.41,1.2448E+11,74282999808,44331999232,22168000512,2.24,,4.3,1.11,30.61,34,26,25.82,25.82,25.83,25.82,63.47,42.94,25.64,25.49,25.23,25.37,26.06,26.57,26.98,27.06,27.11,26.86,25.95
TAP,Molson Coors Beverage Company,Consumer Defensive,9217398784,0.36,-0.02,0.16,52.24,718812480,,7.86,-10.48,-0.17,-0.19,61.02,11214000128,4343799808,2411200000,-2090099968,5.93,,4.03,1.88,50.81,72,40,,46.61,46.29,46.61,1519.36,1107.45,46.15,46.27,45.57,45.68,45.72,46.23,47.11,47.72,49.17,51.56,52.37
TDG,TransDigm Group Incorporated,Industrials,76355198976,0,0.12,0.48,-171.81,-2922125056,42.2,31.16,32.11,,0.23,,8830999552,5320999936,4566000128,1866000000,43.48,0.34,,,1581.1,1798,1375,1355.01,1355.01,1352.86,1355.01,595.99,419,1341.21,1327.69,1316.61,1316.92,1305.92,1302.53,1303.69,1338.74,1342.65,1320.4,1298.66
TDY,Teledyne Technologies Incorporated,Technology,23366567936,0,0.07,0.19,224.94,664387520,28.82,23.19,17.27,0.08,0.14,23.99,6005400064,2566299904,1449600000,817699968,21.46,-0.16,,,623.09,645,584,497.68,497.68,497.8,497.68,78.94,45.87,497.14,502.79,506.63,519.45,541.67,543.34,543.15,544.16,526.97,516.64,509.86
TECH,Bio-Techne Corporation,Healthcare,10070174720,0.65,-0.01,0.15,12.62,274297504,131.9,29.51,0.49,0.04,0.06,20.07,1216732032,813204992,318480992,77948000,2.19,0.14,0.5,0.32,69.17,75,60,64.63,64.63,65.44,64.63,250.67,115.38,60.88,60.28,60.37,61.4,59.55,58.38,57.64,56.64,54.38,55.39,59.11
TEL,TE Connectivity plc,Technology,66196049920,0.44,0.17,0.2,42.73,2103874944,36.48,25,6.16,0.15,0.11,50.1,17262000128,6079000064,4206000128,1843000064,8.99,1.45,1.26,2.84,270.47,315,200,224.73,224.73,222.26,224.73,191.56,65.6,227.3,232.62,236.45,234.78,228.65,225.6,221.41,214.18,196.16,182.56,175.2
TER,"Teradyne, Inc.",Technology,28534611968,0.17,0.04,0.19,17.28,322310016,65.47,42.21,2.74,0.16,0.15,9.89,2859570944,1684942976,638937024,443080000,4.25,-0.16,0.27,0.48,184.69,215,125,179.38,179.38,169.62,179.38,47.46,32.72,166.59,170.59,173.87,164.34,153.37,147.15,140.6,130.08,114.37,108.56,111.53
TFC,Truist Financial Corporation,Financial Services,59623481344,0.56,0.03,0.39,46.7,,12.4,11.71,3.73,0.08,0.29,,18279999488,18279999488,,4913999872,3.95,0.05,4.5,2.08,50.55,60,46.1,46.24,46.24,46.22,46.24,152.54,85.36,45.05,44.95,44.56,44.05,44.23,44.36,44.48,44.21,42.64,41.86,42.2
TGT,Target Corporation,Consumer Defensive,40805044224,0.55,-0.02,0.05,34.23,2967749888,10.88,8.54,8.25,0.25,0.04,132.06,1.05242E+11,29272000512,8659000320,3763000064,10.51,-0.18,5.08,4.56,96.52,130,63,89.8,89.8,86.68,89.8,146.46,111.38,87.58,88.42,88.96,90.2,89.1,89.19,90.93,93.57,93.93,96.62,103.15
TJX,"The TJX Companies, Inc.",Consumer Cyclical,1.70834E+11,0.35,0.07,0.12,8.31,3408875008,33.8,33.29,4.53,0.58,0.09,140.98,58979000320,18196000768,7900000256,5119000064,4.6,0.12,1.11,1.7,159.16,181,92,153.13,153.13,152.99,153.13,212.49,114.76,148.29,147.6,145.81,144.74,143.4,142.8,141.37,137.45,133.74,130.51,128.81
TKO,"TKO Group Holdings, Inc.",Communication Services,15882809344,0.58,-0.27,0.16,48.42,542332032,74.09,59.68,2.61,0.08,0.09,42.78,2545175040,2370099968,1053009024,228783008,3.24,0.65,1.57,3.04,222.53,250,171,193.37,193.37,188.1,193.37,609.27,385.11,184.35,183.33,184.3,185.28,189.8,191.19,190.16,184.71,178.36,171.43,166.32
TMO,Thermo Fisher Scientific Inc.,Healthcare,2.22889E+11,0.1,0.05,0.19,135.79,4696750080,34.25,25.26,17.32,0.13,0.15,69.75,43735998464,18101999616,10835000320,6569999872,23.49,0.01,0.29,1.72,613.58,675,533.16,593.25,593.25,593.43,593.25,274.51,199.41,581.31,581.17,576.19,569.75,543.85,533.62,524.74,505.95,473.89,479,492.33
TMUS,"T-Mobile US, Inc.",Communication Services,2.32658E+11,0.34,0.09,0.22,54.07,7874874880,19.92,19.37,10.38,0.19,0.14,200.62,85846999040,54748999680,32562999296,11870000128,10.67,-0.08,1.97,4.08,274,310,200,206.73,206.73,205.77,206.73,1759.83,844.11,210.24,209.7,208.29,213.02,220.43,224.01,229.53,230.84,232.64,239.02,236.23
TPL,Texas Pacific Land Corporation,Energy,19829164032,0.31,0.17,0.74,59.53,92442376,41.67,11.8,20.71,0.39,0.62,1.29,772395008,727033024,642948992,476390016,73.12,0.14,0.74,6.4,635,635,635,862.91,862.91,866,862.91,118.56,48.95,917.9,939.3,939.56,936.42,932.87,931,925.67,934.75,1022.39,1094.63,1134.44
TPR,"Tapestry, Inc.",Consumer Cyclical,22915508224,1.11,0.13,0.21,1.94,867637504,84.5,23.26,1.31,0.16,0.04,1051.14,7207799808,5454499840,1643699968,271400000,4.76,0.62,1.45,1.6,121.68,148,66,110.7,110.7,108.28,110.7,213.78,143.19,104.31,104.21,105.05,108.46,110.53,109.91,108.07,107.47,98.36,92.08,87.15
TRGP,Targa Resources Corp.,Energy,37256167424,0.47,0.08,0.2,12.6,-48325000,23.3,20.96,7.43,0.5,0.1,615.12,17378099200,6255300096,4628199936,1615299968,8.26,0.26,2.31,4,208,261,188,173.13,173.13,171.89,173.13,87.5,52.91,170.57,170.79,166.94,161.63,162.19,162.29,162.41,163.09,163.61,168.95,173.15
TRMB,Trimble Inc.,Technology,19339747328,0,0.03,0.18,24.34,567412480,55.66,27.27,1.46,0.06,0.1,24.04,3600900096,2530599936,778000000,357600000,2.98,1.88,,,98.45,106,93,81.27,81.27,80.87,81.27,119.7,75.88,77.43,78.19,78.54,78.89,79.39,79.61,79.99,80.66,77.42,74.7,74.45
TROW,"T. Rowe Price Group, Inc.",Financial Services,22430728192,0.55,0.06,0.35,49.45,923412480,11.13,10.92,9.17,0.19,0.29,4.09,7205199872,3702599936,2803500032,2030599936,9.35,0.09,4.98,5.08,110.25,126,93,102.09,102.09,101.13,102.09,287.95,227.43,99.9,100.94,101.27,102.09,102.98,103.42,103.95,103.8,99.97,98.05,100.69
TRV,"The Travelers Companies, Inc.",Financial Services,66306416640,0.17,0.05,0.2,141.74,14582375424,11.59,13.86,25.42,0.2,0.12,29.32,48404000768,13745000448,8375000064,5831000064,21.25,0.52,1.49,4.4,296.1,322,233,294.52,294.52,294.07,294.52,63.75,46.46,288.85,287.35,283.02,277.75,277.53,277.14,275.76,271.72,269.67,265.01,260.54
TSCO,Tractor Supply Company,Consumer Cyclical,28866689024,0.44,0.07,0.09,4.86,812693632,26.39,4.91,2.07,0.45,0.07,222.38,15399257088,5614259200,1974310016,1105085952,11.13,0.09,1.68,0.92,63.74,70,48,54.63,54.63,54.27,54.63,488.54,214.25,53.74,54.15,53.87,54.3,54.98,55.73,56.75,57.01,55,54.47,54.42
TSLA,"Tesla, Inc.",Consumer Cyclical,1.41873E+12,0,0.12,0.07,24.06,2979249920,294.19,131.66,1.45,0.07,0.05,17.08,95632998400,16263999488,10768000000,5079000064,3.24,-0.37,,,392.93,600,120,426.58,426.58,423.95,426.58,63.75,50.56,407.06,415.4,426.64,432.9,433.68,423.95,406.43,384.61,362.72,339.95,352.29
TSN,"Tyson Foods, Inc.",Consumer Defensive,20445362176,1.5,0.02,0,51.23,1187500032,43.54,16.55,1.33,0.03,0.01,53.19,54441000960,3644000000,2828000000,474000000,3.5,-0.87,3.52,2.04,63,80,55,57.91,57.91,57.19,57.91,475.11,296.82,54.67,54.49,53.67,53.13,53.31,53.64,54.2,54.11,54.57,55.78,56.03
TT,Trane Technologies plc,Industrials,93376348160,0.28,0.06,0.2,37.51,1928337536,32.16,33.17,13.05,0.37,0.14,55.3,21051400192,7667100160,4206899968,2950400000,12.65,0.11,0.9,3.76,482.02,550,415,419.64,419.64,417.83,419.64,141.53,41.77,411.92,416.47,423.83,422.78,420.25,418.29,419.06,424.7,422.24,402.35,398.17
TTD,"The Trade Desk, Inc.",Communication Services,19122556928,0,0.18,0.22,5.37,543604096,44.44,20.26,0.88,0.17,0.16,14.46,2790504960,2199265024,619692992,438583008,1.93,0.21,,,62.33,98,34,39.11,39.11,39.17,39.11,264.79,173.2,40.09,41.08,43.22,46.2,47.58,47.66,48.77,56.5,60.85,60.87,73.58
