Symbol,Name,Market Cap,Country,Volume,Sector,Industry
CRIS,Curis Inc. Common Stock,465374558,United States,1152506,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CRMD,CorMedix Inc. Common Stock,198811201,United States,92744,Health Care,Biotechnology: Pharmaceutical Preparations
CRMT,America's Car-Mart Inc Common Stock,685979611,United States,74596,Consumer Services,Other Specialty Stores
CRNC,Cerence Inc. Common Stock,3024556713,United States,764372,Technology,EDP Services
CRNT,Ceragon Networks Ltd. Ordinary Shares,234580520,Israel,468255,Technology,Radio And Television Broadcasting And Communications Equipment
CRNX,Crinetics Pharmaceuticals Inc. Common Stock,1305296867,United States,494348,Health Care,Biotechnology: Pharmaceutical Preparations
CROX,Crocs Inc. Common Stock,10101154150,United States,726757,Consumer Non-Durables,Shoe Manufacturing
CRSP,CRISPR Therapeutics AG Common Shares,6192561927,Switzerland,2396466,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CRSR,Corsair Gaming Inc. Common Stock,2208592900,United States,1016381,Technology,Computer Manufacturing
CRTD,Creatd Inc. Common Stock,41879319,United States,638474,Consumer Services,Publishing
CRTO,Criteo S.A. American Depositary Shares,2437998859,France,774157,Technology,Advertising
CRTX,Cortexyme Inc. Common Stock,365104370,United States,1065784,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CRUS,Cirrus Logic Inc. Common Stock,4630875961,United States,249450,Technology,Semiconductors
CRVL,CorVel Corp. Common Stock,3522887355,United States,49477,Finance,Specialty Insurers
CRVS,Corvus Pharmaceuticals Inc. Common Stock,157333788,United States,726424,Health Care,Biotechnology: Pharmaceutical Preparations
CRWD,CrowdStrike Holdings Inc. Class A Common Stock,52659999610,United States,3128506,Technology,EDP Services
CRXT,Clarus Therapeutics Holdings Inc. Common Stock,109715376,United States,1870244,Health Care,Biotechnology: Pharmaceutical Preparations
CRZN,Corazon Capital V838 Monoceros Corp Class A Ordinary Shares,249653775,United States,5105,Finance,Business Services
CSBR,Champions Oncology Inc. Common Stock,120798954,United States,13481,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CSCO,Cisco Systems Inc. Common Stock (DE),2.34E+11,United States,19324938,Technology,Computer peripheral equipment
CSGP,CoStar Group Inc. Common Stock,31476380789,United States,1094778,Finance,Real Estate
CSGS,CSG Systems International Inc. Common Stock,1716845146,United States,90039,Technology,EDP Services
CSII,Cardiovascular Systems Inc. Common Stock,961861655,United States,524222,Health Care,Medical/Dental Instruments
CSPI,CSP Inc. Common Stock,38521701,United States,7691,Technology,EDP Services
CSQ,Calamos Strategic Total Return Common Stock,3017424110,United States,140288,Finance,Finance Companies
CSSE,Chicken Soup for the Soul Entertainment Inc. Class A Common Stock,187077201,United States,127134,Consumer Services,Broadcasting
CSTE,Caesarstone Ltd. Ordinary Shares,432254364,Israel,43054,Capital Goods,Building Materials
CSTL,Castle Biosciences Inc. Common Stock,1134973387,United States,347197,Health Care,Medical Specialities
CSTR,CapStar Financial Holdings Inc. Common Stock,498756668,United States,47919,Finance,Major Banks
CSWC,Capital Southwest Corporation Common Stock,640011289,United States,38142,Finance,Finance/Investors Services
CSWI,CSW Industrials Inc. Common Stock,2147341953,United States,15842,Basic Industries,Home Furnishings
CSX,CSX Corporation Common Stock,80401898649,United States,16539853,Transportation,Railroads
CTAS,Cintas Corporation Common Stock,45660670453,United States,320061,Miscellaneous,Business Services
CTBI,Community Trust Bancorp Inc. Common Stock,792054366,United States,24187,Finance,Major Banks
CTG,Computer Task Group Inc. Common Stock,124122621,United States,8285,Technology,EDP Services
CTHR,Charles & Colvard Ltd Common Stock,96719547,United States,59235,Consumer Non-Durables,Consumer Specialties
CTIB,Yunhong CTI Ltd. Common Stock,10890488,United States,252587,Miscellaneous,Diversified Commercial Services
CTIC,CTI BioPharma Corp. (DE) Common Stock,226260272,United States,1995450,Health Care,Biotechnology: Pharmaceutical Preparations
CTKB,Cytek Biosciences Inc. Common Stock,2603643429,United States,97948,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CTLP,Cantaloupe Inc. Common Stock,652907109,United States,163411,Technology,EDP Services
CTMX,CytomX Therapeutics Inc. Common Stock,459353777,United States,626125,Health Care,Biotechnology: Pharmaceutical Preparations
CTRE,CareTrust REIT Inc. Common Stock,2009550241,United States,300558,Consumer Services,Real Estate Investment Trusts
CTRM,Castor Maritime Inc. Common Shares,189220176,Cyprus,1852044,Transportation,Marine Transportation
CTSH,Cognizant Technology Solutions Corporation Class A Common Stock,42408825003,United States,2205607,Technology,EDP Services
CTSO,Cytosorbents Corporation Common Stock,218247753,United States,203647,Health Care,Medical/Dental Instruments
CTXR,Citius Pharmaceuticals Inc. Common Stock,251084618,United States,950256,Health Care,Biotechnology: Pharmaceutical Preparations
CTXS,Citrix Systems Inc. Common Stock,10569016173,United States,1365399,Technology,Computer Software: Prepackaged Software
CUBA,Herzfeld Caribbean Basin Fund Inc. (The) Common Stock,32709763,United States,22887,Finance,Investment Managers
CUE,Cue Biopharma Inc. Common Stock,431313647,United States,265304,Health Care,Biotechnology: Pharmaceutical Preparations
CUEN,Cuentas Inc. Common Stock,35019715,United States,52185,Technology,Computer Software: Prepackaged Software
CULL,Cullman Bancorp Inc. Common Stock,92943957,United States,622,Finance,Savings Institutions
CURI,CuriosityStream Inc. Class A Common Stock,403597908,United States,288279,Consumer Services,Broadcasting
CUTR,Cutera Inc. Common Stock,719525330,United States,76532,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CVAC,CureVac N.V. Ordinary Shares,7271391335,Germany,342297,Health Care,Biotechnology: Pharmaceutical Preparations
CVBF,CVB Financial Corporation Common Stock,2798519698,United States,204972,Finance,Major Banks
CVCO,Cavco Industries Inc. Common Stock When Issued,2849464534,United States,35195,Basic Industries,Homebuilding
CVCY,Central Valley Community Bancorp Common Stock,257382446,United States,7952,Finance,Major Banks
CVET,Covetrus Inc. Common Stock,2514546247,United States,1109061,Health Care,Managed Health Care
CVGI,Commercial Vehicle Group Inc. Common Stock,302412377,United States,110515,Capital Goods,Auto Parts:O.E.M.
CVGW,Calavo Growers Inc. Common Stock,764803114,United States,135029,,Farming/Seeds/Milling
CVLG,Covenant Logistics Group Inc. Class A Common Stock,455720222,United States,100853,Transportation,Trucking Freight/Courier Services
CVLT,Commvault Systems Inc. Common Stock,2982183473,United States,256092,Technology,Computer Software: Prepackaged Software
CVLY,Codorus Valley Bancorp Inc Common Stock,217007633,United States,3709,Finance,Savings Institutions
CVRX,CVRx Inc. Common Stock,268847001,United States,108059,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CVV,CVD Equipment Corporation Common Stock,31564707,United States,16505,Technology,Industrial Machinery/Components
CWBC,Community West Bancshares Common Stock,112872037,United States,159,Finance,Major Banks
CWBR,CohBar Inc. Common Stock,45541006,United States,1340810,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
CWCO,Consolidated Water Co. Ltd. Ordinary Shares,172033006,Cayman Islands,34655,Public Utilities,Water Supply
CWST,Casella Waste Systems Inc. Class A Common Stock,4577503475,United States,148968,Public Utilities,Environmental Services
CXDO,Crexendo Inc. Common Stock,114281078,United States,34758,Consumer Services,Telecommunications Equipment
CYAD,Celyad Oncology SA American Depositary Shares,60996093,Belgium,8986,Health Care,Biotechnology: Pharmaceutical Preparations
CYAN,Cyanotech Corporation Common Stock,20688514,United States,483839,Consumer Non-Durables,Farming/Seeds/Milling
CYBE,CyberOptics Corporation Common Stock,328204596,United States,15488,Capital Goods,Electronic Components
CYBR,CyberArk Software Ltd. Ordinary Shares,6945217758,Israel,308419,Technology,Computer Software: Prepackaged Software
CYCC,Cyclacel Pharmaceuticals Inc. Common Stock,38304518,United States,69801,Health Care,Biotechnology: Pharmaceutical Preparations
CYCN,Cyclerion Therapeutics Inc. Common Stock,114786724,United States,3919628,Health Care,Biotechnology: Pharmaceutical Preparations
CYN,Cyngn Inc. Common Stock,140630396,United States,377289,Technology,EDP Services
CYRN,CYREN Ltd. Ordinary Shares,35973807,United States,1049815,Technology,Computer Software: Prepackaged Software
CYT,Cyteir Therapeutics Inc. Common Stock,559568097,United States,17609,Health Care,Biotechnology: Pharmaceutical Preparations
CYTH,Cyclo Therapeutics Inc. Common Stock,34212693,United States,95476,Health Care,Biotechnology: Pharmaceutical Preparations
CYTK,Cytokinetics Incorporated Common Stock,3430812778,United States,574010,Health Care,Biotechnology: Pharmaceutical Preparations
CYTO,Altamira Therapeutics Ltd. Common Shares 0.01 SF (Bermuda),24389823,Bermuda,312107,Health Care,Biotechnology: Pharmaceutical Preparations
CYXT,Cyxtera Technologies Inc. Class A Common Stock,1601694841,United States,89210,Technology,EDP Services
CZNC,Citizens & Northern Corp Common Stock,420079303,United States,36081,Finance,Major Banks
CZR,Caesars Entertainment Inc. Common Stock,20081934445,United States,1793818,Consumer Services,Hotels/Resorts
CZWI,Citizens Community Bancorp Inc. Common Stock,143883455,United States,13383,Finance,Savings Institutions
DADA,Dada Nexus Limited American Depositary Shares,5630628513,China,1980114,Consumer Services,Department/Specialty Retail Stores
DAIO,Data I/O Corporation Common Stock,42673985,United States,44666,Capital Goods,Industrial Machinery/Components
DAKT,Daktronics Inc. Common Stock,225425453,United States,227645,Capital Goods,Office Equipment/Supplies/Services
DALN,DallasNews Corporation Series A Common Stock,35594059,United States,10175,Consumer Services,Newspapers/Magazines
DARE,Dare Bioscience Inc. Common Stock,135584874,United States,2632265,Health Care,Biotechnology: Pharmaceutical Preparations
DATS,DatChat Inc. Common Stock,87012540,United States,2203020,Technology,Computer Software: Prepackaged Software
DAWN,Day One Biopharmaceuticals Inc. Common Stock,1124629532,United States,78818,Health Care,Biotechnology: Pharmaceutical Preparations
DBGI,Digital Brands Group Inc. Common Stock,40029137,United States,306530,Consumer Non-Durables,Apparel
DBTX,Decibel Therapeutics Inc. Common Stock,184432886,United States,35797,Health Care,Biotechnology: Pharmaceutical Preparations
DBVT,DBV Technologies S.A. American Depositary Shares,330559326,France,119421,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DBX,Dropbox Inc. Class A Common Stock,9381989492,United States,4191656,Technology,Computer Software: Prepackaged Software
DCGO,DocGo Inc. Common Stock,795552032,United States,400489,Health Care,Managed Health Care
DCOM,Dime Community Bancshares Inc. Common Stock,1487914230,United States,48778,Finance,Savings Institutions
DCPH,Deciphera Pharmaceuticals Inc. Common Stock,488314989,United States,4739126,Health Care,Biotechnology: Pharmaceutical Preparations
DCT,Duck Creek Technologies Inc. Common Stock,3831991694,United States,626621,Technology,Retail: Computer Software & Peripheral Equipment
DCTH,Delcath Systems Inc. Common Stock,71650255,United States,7120,Health Care,Medical Specialities
DDI,DoubleDown Interactive Co. Ltd. American Depository Shares,792359506,South Korea,11373,Technology,EDP Services
DDOG,Datadog Inc. Class A Common Stock,56269031805,United States,2899910,Technology,EDP Services
DENN,Denny's Corporation Common Stock,925436491,United States,765544,Consumer Services,Restaurants
DERM,Journey Medical Corporation Common Stock,135640263,United States,16238,Health Care,Biotechnology: Pharmaceutical Preparations
DFFN,Diffusion Pharmaceuticals Inc. Common Stock,38943758,United States,486188,Health Care,Biotechnology: Pharmaceutical Preparations
DGICA,Donegal Group Inc. Class A Common Stock,447383075,United States,17480,Finance,Property-Casualty Insurers
DGICB,Donegal Group Inc. Class B Common Stock,399449174,United States,654,Finance,Property-Casualty Insurers
DGII,Digi International Inc. Common Stock,804337239,United States,79483,Technology,Computer peripheral equipment
DGLY,Digital Ally Inc. Common Stock,64297595,United States,1651042,Miscellaneous,Diversified Manufacture
DGNS,Dragoneer Growth Opportunities Corp. II Class A Ordinary Shares,352167480,United States,1041452,Finance,Business Services
DGNU,Dragoneer Growth Opportunities Corp. III Class A Ordinary Shares,538345080,United States,286,Finance,Business Services
DH,Definitive Healthcare Corp. Class A Common Stock,2656726323,United States,582653,Technology,Computer Software: Prepackaged Software
DHC,Diversified Healthcare Trust Common Shares of Beneficial Interest,757613814,United States,853489,Consumer Services,Real Estate Investment Trusts
DHCA,DHC Acquisition Corp. Class A ordinary share,377916692,United States,54,Finance,Business Services
DHIL,Diamond Hill Investment Group Inc. Class A Common Stock,733359318,United States,33383,Finance,Investment Managers
DIBS,1stdibs.com Inc. Common Stock,524579830,United States,489003,Miscellaneous,Diversified Commercial Services
DICE,DICE Therapeutics Inc. Common Stock,1255137354,United States,251332,Health Care,Biotechnology: Pharmaceutical Preparations
DIOD,Diodes Incorporated Common Stock,4890279812,United States,122362,Technology,Semiconductors
DISA,Disruptive Acquisition Corporation I Class A Ordinary Shares,335843750,United States,90,Finance,Business Services
DISCA,Discovery Inc. Series A Common Stock,12732644451,United States,3788898,Consumer Services,Television Services
DISCB,Discovery Inc. Series B Common Stock,20234635600,United States,2114,Consumer Services,Television Services
DISCK,Discovery Inc. Series C Common Stock,12479711506,United States,2623991,Consumer Services,Television Services
DISH,DISH Network Corporation Class A Common Stock,17846739349,United States,2365263,Consumer Services,Television Services
DJCO,Daily Journal Corp. (S.C.) Common Stock,545394670,United States,6845,Consumer Services,Newspapers/Magazines
